Variable	GG_1ngS1_1	GG_1ngS1_2	GG_1ngS1_3	GG_1ngS1_4	GG_1ngS1_5	GG_1ngS1_6	GG_1ngS1_7	GG_1ngS1_8	GG_1ngS2_1	GG_1ngS2_2	GG_1ngS2_3	GG_1ngS2_4	GG_1ngS2_5	GG_1ngS2_6	GG_1ngS2_7	GG_1ngS2_8
ENSG00000199787.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179958.8	7	7	7	9	7	9	5	12	9	7	11	7	6	6	7	8
ENSG00000179918.16	2	0	2	0	0	3	1	0	3	0	0	3	0	0	0	0
ENSG00000169957.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235560.3	0	2	3	2	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000261459.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260869.1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000239791.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000229809.8	1	1	1	2	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000197162.9	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000156853.11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156858.11	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1
ENSG00000156860.15	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000282034.1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0
ENSG00000260899.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156873.15	2	2	3	4	9	2	1	2	3	3	2	2	3	0	1	2
ENSG00000103549.21	2	1	0	0	0	1	0	0	1	1	2	3	1	0	0	0
ENSG00000196118.11	1	2	1	0	2	2	0	0	1	1	2	0	1	2	0	1
ENSG00000260083.1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0
ENSG00000099385.11	1	6	1	6	2	4	7	8	3	3	7	4	3	7	8	8
ENSG00000175938.6	1	0	0	1	0	1	0	0	3	1	3	0	0	0	0	2
ENSG00000099381.16	1	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0
ENSG00000099377.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000099365.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000103496.14	0	1	0	1	0	1	2	0	0	0	1	1	2	0	0	0
ENSG00000167394.12	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1
ENSG00000167395.10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255439.6	20	12	15	16	18	27	17	16	14	20	15	12	14	12	20	11
ENSG00000103507.13	1	0	0	2	0	3	3	2	1	0	1	0	1	2	0	3
ENSG00000252809.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103510.19	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1
ENSG00000178226.10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000089280.18	1	4	10	4	9	9	6	9	3	15	8	8	2	2	2	6
ENSG00000260304.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261474.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140691.16	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000260267.1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
ENSG00000140682.18	1	0	0	0	0	0	0	1	1	0	1	2	1	0	0	1
ENSG00000280132.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000140688.16	1	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0
ENSG00000131797.12	0	1	0	1	1	0	0	1	0	3	0	0	0	0	1	1
ENSG00000197302.10	1	0	2	1	0	2	0	1	0	1	0	0	0	0	1	0
ENSG00000185947.14	0	0	1	1	0	1	1	1	0	2	0	0	0	0	1	0
ENSG00000261197.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279800.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000171241.8	3	5	1	2	2	1	1	1	3	1	2	2	0	4	3	2
ENSG00000261131.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069329.15	4	4	8	10	8	6	8	10	10	15	12	10	9	13	10	7
ENSG00000091651.8	2	7	2	1	2	1	3	3	1	7	3	2	1	5	3	5
ENSG00000260782.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000155330.9	1	4	0	5	3	4	2	3	3	5	6	1	2	2	1	2
ENSG00000166123.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000069345.11	3	3	1	1	6	4	4	5	1	2	1	3	1	3	0	2
ENSG00000261173.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000171208.9	0	0	2	3	3	2	0	3	3	2	1	2	0	1	2	1
ENSG00000260281.5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000102893.15	1	0	0	1	1	2	1	3	1	1	2	1	0	1	1	4
ENSG00000129636.12	2	4	1	7	6	9	5	4	6	9	8	3	4	4	0	2
ENSG00000259918.1	1	1	0	0	1	1	0	0	0	0	2	1	0	0	0	1
ENSG00000102910.13	1	1	2	4	1	4	0	3	2	2	0	3	1	2	2	1
ENSG00000121270.15	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000196470.11	0	0	2	1	1	1	0	2	3	0	2	0	1	2	0	1
ENSG00000102921.7	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000260086.2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000205423.11	0	0	0	0	0	1	1	0	2	0	0	0	0	1	1	0
ENSG00000155393.12	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0
ENSG00000121274.12	1	0	0	0	0	1	1	0	0	1	0	0	2	0	1	0
ENSG00000121281.12	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
ENSG00000166164.15	5	3	5	1	3	5	0	3	5	18	7	3	1	5	2	5
ENSG00000083799.17	0	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0
ENSG00000260616.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224578.4	0	1	1	1	1	4	1	0	3	0	0	2	0	3	0	2
ENSG00000234337.4	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1
ENSG00000177200.15	4	3	7	6	9	4	8	2	4	7	5	7	7	2	3	0
ENSG00000280227.1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000103479.14	0	1	0	0	1	1	1	2	1	2	1	1	0	1	4	2
ENSG00000259926.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000166971.16	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000103494.12	3	5	3	4	5	2	1	2	1	4	1	2	3	4	2	0
ENSG00000140718.18	0	2	1	0	2	0	0	3	0	1	2	0	2	0	0	1
ENSG00000260936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000177508.11	1	0	0	1	2	1	3	1	0	1	0	1	1	3	1	3
ENSG00000245694.8	7	3	7	10	6	5	6	9	8	3	5	4	7	5	3	1
ENSG00000087253.11	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000261997.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228695.9	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	1
ENSG00000198848.12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000159461.14	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000087263.16	0	2	2	2	1	1	1	1	1	2	3	1	0	1	0	1
ENSG00000167005.13	3	3	7	3	6	13	3	8	6	5	5	7	2	4	4	5
ENSG00000125124.11	1	1	0	2	2	3	1	2	2	2	0	1	0	3	1	0
ENSG00000125148.6	44	50	82	41	34	68	34	44	24	42	50	42	27	56	37	22
ENSG00000260823.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000169715.14	23	37	24	24	19	39	22	24	21	21	16	19	18	24	30	12
ENSG00000259827.1	12	9	8	12	7	13	8	5	6	6	7	12	7	7	7	8
ENSG00000102900.12	1	0	2	0	3	1	0	1	1	7	0	0	3	1	2	2
ENSG00000070915.9	3	1	1	3	0	0	2	2	1	3	1	1	0	0	2	0
ENSG00000243988.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000051108.14	0	2	2	1	2	3	1	4	2	2	3	6	2	3	3	4
ENSG00000261270.1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000140853.15	1	0	1	0	1	1	0	2	0	1	0	0	0	1	0	1
ENSG00000259922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000172775.16	1	5	3	1	2	4	3	6	2	8	5	6	3	4	4	3
ENSG00000159579.13	0	0	0	0	1	0	1	1	1	3	3	0	1	0	1	0
ENSG00000102931.7	2	1	2	1	0	0	0	0	1	4	1	1	1	0	0	3
ENSG00000102934.9	2	3	4	5	2	3	3	4	3	4	2	2	1	3	2	3
ENSG00000088682.13	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000005194.14	2	2	3	7	4	5	5	2	0	4	1	3	1	5	2	0
ENSG00000260345.1	2	2	1	2	2	1	2	3	3	2	1	0	0	4	1	5
ENSG00000102978.12	6	5	9	6	4	8	3	7	5	10	10	5	9	5	1	7
ENSG00000125170.10	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000135736.5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000205336.11	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0
ENSG00000140854.12	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000276166.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000187185.4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000140859.15	1	3	5	4	1	4	3	1	6	3	0	2	0	6	3	0
ENSG00000070729.13	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000103005.11	0	1	0	1	0	1	2	1	1	2	2	1	1	0	0	1
ENSG00000166188.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102996.4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
ENSG00000070761.7	0	0	2	4	0	1	4	4	2	2	4	2	2	4	0	3
ENSG00000070770.8	2	4	4	2	4	2	1	3	3	2	4	5	3	5	0	1
ENSG00000103021.9	1	1	0	0	2	1	0	0	0	0	0	1	1	0	1	1
ENSG00000103023.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000181938.13	0	2	0	0	2	0	0	1	1	1	0	0	1	0	0	0
ENSG00000276131.1	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0
ENSG00000260186.5	0	0	0	2	0	0	1	0	1	2	0	1	0	0	0	0
ENSG00000103034.14	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000103037.11	1	2	1	0	0	0	2	3	0	4	1	0	0	2	2	0
ENSG00000276259.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000125107.16	3	3	4	2	5	1	3	3	2	8	0	2	0	4	2	1
ENSG00000103042.8	0	1	0	0	0	1	0	0	2	2	0	0	0	1	0	2
ENSG00000245768.6	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0
ENSG00000125166.12	1	2	0	0	4	2	1	3	1	1	2	2	0	2	0	0
ENSG00000224631.4	3	1	4	3	4	1	0	7	3	3	3	1	6	5	2	3
ENSG00000260115.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000150394.13	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000260668.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261028.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000260364.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000179776.17	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2
ENSG00000246898.1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000260851.6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000261519.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166548.15	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ENSG00000254788.6	19	20	27	25	19	22	16	15	19	22	28	23	22	32	15	22
ENSG00000140931.19	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000183723.12	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1
ENSG00000135720.12	3	2	2	2	1	1	2	0	0	8	1	2	1	1	2	4
ENSG00000258122.1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000159593.14	5	5	6	4	7	4	4	5	5	9	3	3	1	9	6	6
ENSG00000172840.6	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000166589.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000166595.11	8	15	17	17	15	18	17	7	11	11	17	14	10	12	16	13
ENSG00000265408.1	0	1	0	2	0	1	0	1	0	0	1	0	0	0	1	1
ENSG00000172828.12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067955.13	2	2	5	0	0	2	3	0	2	2	2	3	0	2	0	3
ENSG00000125149.11	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0
ENSG00000135722.8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102871.15	1	2	1	1	2	0	0	1	0	1	3	2	0	3	0	0
ENSG00000102878.15	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000140939.14	4	2	3	3	0	4	3	3	3	4	2	0	8	5	4	2
ENSG00000196123.12	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
ENSG00000205250.8	1	1	0	2	0	1	0	0	2	3	1	1	1	0	0	1
ENSG00000102890.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000125122.14	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000168701.18	11	25	22	16	26	17	9	14	13	18	11	13	16	24	10	11
ENSG00000135723.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000196155.12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000159708.17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000176387.6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000159720.11	1	3	1	3	2	2	1	2	2	2	1	2	3	1	2	2
ENSG00000270049.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000039523.17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000276075.1	4	6	1	0	0	1	1	1	1	0	0	0	1	1	0	1
ENSG00000259804.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000102974.14	1	1	3	6	0	3	2	0	3	6	3	0	3	0	3	2
ENSG00000261386.2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000102977.13	0	1	2	0	0	1	0	1	0	2	1	3	0	2	1	1
ENSG00000102981.9	1	1	2	1	1	0	2	1	1	2	1	1	0	1	2	0
ENSG00000124074.11	0	2	1	1	0	1	1	0	0	0	0	0	1	1	4	0
ENSG00000141098.12	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0
ENSG00000141084.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000168286.2	0	0	1	2	0	1	3	3	2	2	1	3	0	3	1	3
ENSG00000102898.11	26	20	21	16	12	17	12	14	11	18	23	10	15	10	9	8
ENSG00000102901.12	0	0	1	0	0	0	1	0	0	2	1	0	0	0	1	2
ENSG00000263126.1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000159792.9	2	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1
ENSG00000261884.2	16	13	16	17	15	26	13	16	17	12	19	11	11	16	12	15
ENSG00000205220.11	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000213398.7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000124067.16	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000167264.17	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262962.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000182810.6	0	0	0	1	0	1	0	2	0	1	1	0	0	0	1	0
ENSG00000261864.1	0	0	0	0	1	0	0	1	1	0	0	1	2	0	0	0
ENSG00000072736.18	0	0	1	1	0	0	0	0	0	2	3	0	0	0	0	1
ENSG00000260891.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263276.1	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000262160.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103067.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000103066.12	0	1	1	1	0	0	0	0	3	1	0	0	0	0	0	0
ENSG00000103064.13	1	1	1	1	2	1	2	0	0	4	3	1	0	0	0	0
ENSG00000103061.11	2	2	1	2	2	1	4	0	0	1	0	0	2	1	2	0
ENSG00000132600.16	0	2	1	2	2	2	0	0	1	0	0	0	0	1	0	2
ENSG00000259797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000184939.15	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	0
ENSG00000062038.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000039068.18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000103047.7	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1
ENSG00000260999.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000141076.17	6	4	1	3	2	1	1	1	1	8	2	3	0	2	5	1
ENSG00000168802.12	4	0	0	1	1	3	0	0	1	3	2	1	2	1	2	2
ENSG00000168807.16	1	1	0	1	2	1	0	0	1	2	0	1	0	0	0	0
ENSG00000200164.1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000260914.3	2	2	2	1	0	3	0	2	2	3	1	0	0	4	2	1
ENSG00000132612.15	1	1	2	1	2	3	3	1	1	1	1	2	1	1	4	0
ENSG00000258429.1	3	0	1	2	1	4	2	0	2	2	2	3	0	4	3	2
ENSG00000272617.1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000132603.13	2	3	1	5	1	4	1	5	3	5	3	3	1	2	4	4
ENSG00000213380.13	1	1	0	1	0	2	0	1	1	1	1	0	2	0	0	0
ENSG00000259900.5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132604.10	0	1	1	0	0	2	1	0	2	2	2	0	1	2	0	1
ENSG00000103018.16	11	7	6	4	6	8	9	5	4	10	2	4	4	10	3	9
ENSG00000261527.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260108.1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000102908.20	0	1	0	1	0	2	2	3	2	2	1	2	1	1	6	0
ENSG00000260772.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000181019.12	33	37	68	26	29	62	30	32	23	26	30	35	23	30	32	25
ENSG00000262136.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000141101.12	1	4	4	2	1	2	4	5	1	3	4	3	2	2	2	4
ENSG00000198373.12	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	1
ENSG00000090857.13	0	0	0	1	0	0	0	0	0	2	0	1	1	1	0	0
ENSG00000261556.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000223496.2	0	0	0	0	0	0	2	0	0	1	0	1	1	1	1	0
ENSG00000090861.15	2	0	3	1	1	2	0	2	1	1	0	1	2	0	1	1
ENSG00000157349.15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260537.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000168872.15	2	0	4	0	2	2	2	3	2	5	0	2	1	1	1	2
ENSG00000261777.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157350.12	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0
ENSG00000157353.16	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000103051.18	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2
ENSG00000189091.12	1	0	2	2	2	1	0	2	0	2	0	0	1	2	0	2
ENSG00000132613.14	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000279122.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000103043.14	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1
ENSG00000180917.16	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1
ENSG00000040199.18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166747.12	2	0	1	2	1	0	0	2	1	1	1	1	0	0	0	1
ENSG00000182149.20	1	2	3	3	3	2	4	0	3	6	4	4	1	2	4	1
ENSG00000102984.14	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000102967.11	2	0	1	3	0	0	0	1	0	2	0	0	0	0	1	1
ENSG00000260252.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000140829.11	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
ENSG00000140830.8	0	0	3	0	1	1	1	2	0	2	2	0	1	0	1	2
ENSG00000260664.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261008.6	0	1	2	0	1	1	0	1	1	2	2	2	1	1	3	2
ENSG00000259768.5	1	0	1	0	0	0	0	0	1	0	1	1	0	0	2	0
ENSG00000140836.14	4	1	1	2	0	2	0	1	2	6	1	2	1	1	3	2
ENSG00000260880.2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000197445.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261227.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000261404.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103035.10	29	14	27	21	23	22	20	25	13	28	17	17	7	25	19	26
ENSG00000259972.2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000207525.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000090863.11	1	1	1	0	0	1	1	1	3	0	0	4	2	2	0	1
ENSG00000168411.13	1	1	1	2	2	2	2	1	0	1	1	2	0	1	2	0
ENSG00000262904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000168404.12	0	0	2	0	1	0	0	2	0	3	0	1	2	1	0	0
ENSG00000103089.8	2	0	1	0	0	0	2	0	0	1	1	1	0	1	0	0
ENSG00000186187.11	0	1	2	3	0	1	0	0	0	2	0	1	0	0	1	0
ENSG00000103091.14	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0
ENSG00000261058.1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0
ENSG00000184517.11	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0
ENSG00000050820.16	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000261783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000252122.1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000153774.8	4	9	7	3	3	5	4	4	4	10	6	5	6	4	6	2
ENSG00000274220.1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000261717.5	2	2	1	1	0	3	0	2	1	3	0	0	1	1	1	2
ENSG00000205084.10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000034713.7	8	13	21	17	14	16	9	16	10	27	13	14	10	12	7	5
ENSG00000259992.1	0	2	1	0	0	1	1	0	0	2	1	2	0	0	0	0
ENSG00000065457.10	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000166848.5	2	3	6	5	1	3	3	3	2	2	2	6	3	4	6	4
ENSG00000065427.14	4	11	3	8	2	6	3	6	4	13	9	5	1	1	5	3
ENSG00000244485.1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000152910.18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000205078.5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000140876.11	1	0	1	0	0	0	0	1	1	1	0	2	1	0	1	1
ENSG00000186153.16	4	3	5	5	2	5	2	3	6	0	1	3	3	4	1	2
ENSG00000279887.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261390.5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000168589.14	0	1	0	1	1	1	0	0	1	0	0	0	0	2	0	1
ENSG00000259867.5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000260594.1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000166446.14	0	1	1	1	1	1	0	1	0	5	1	1	0	2	1	1
ENSG00000260896.5	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0
ENSG00000278985.1	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0
ENSG00000166451.13	19	17	28	23	13	25	15	9	10	16	18	6	10	22	13	22
ENSG00000103121.8	39	23	51	46	32	44	29	28	33	37	36	37	27	44	34	34
ENSG00000261061.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000260213.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166454.9	2	3	1	1	1	3	4	1	2	2	1	5	0	3	1	0
ENSG00000166455.13	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000245059.2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000260643.1	2	0	3	1	3	5	1	4	3	2	2	1	1	3	1	1
ENSG00000140905.9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000261609.3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000153815.16	0	1	0	2	3	1	0	1	0	1	0	1	2	0	0	2
ENSG00000275109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000135698.9	10	10	5	12	11	9	5	6	8	15	4	6	3	7	6	4
ENSG00000140945.15	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000230989.6	35	34	53	40	35	39	33	38	20	41	48	28	20	40	33	40
ENSG00000260300.5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000140961.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140943.16	2	1	6	0	4	3	3	4	4	6	3	2	1	5	3	3
ENSG00000260018.1	1	0	1	0	0	0	1	2	1	3	0	1	0	0	1	1
